,CO2_DO_avg,CO2_DO_stop,CO2_DI_avg,CO2_DI_stop,CO2_UI_avg,CO2_UI_stop,CO2_UO_avg,CO2_UO_stop
2015-03-03 11:00:00,726.631477755,2015-03-03 13:00:00,694.658953722,2015-03-03 13:00:00,440.682226693,2015-03-03 13:00:00,,
2015-03-03 14:00:00,732.572115385,2015-03-03 16:00:00,700.108407871,2015-03-03 16:00:00,442.612519562,2015-03-03 16:00:00,,
2015-03-03 17:00:00,788.169387299,2015-03-03 19:00:00,753.831887299,2015-03-03 19:00:00,478.007489381,2015-03-03 19:00:00,,
2015-03-04 08:00:00,824.701184887,2015-03-04 10:00:00,789.227498323,2015-03-04 10:00:00,530.086158318,2015-03-04 10:00:00,,
2015-03-04 11:00:00,704.845584619,2015-03-04 13:00:00,674.402392131,2015-03-04 13:00:00,462.740576794,2015-03-04 13:00:00,,
2015-03-04 14:00:00,702.511491169,2015-03-04 16:00:00,672.093449586,2015-03-04 16:00:00,462.616480322,2015-03-04 16:00:00,,
2015-03-04 17:00:00,740.130531962,2015-03-04 19:00:00,708.306595126,2015-03-04 19:00:00,484.705232558,2015-03-04 19:00:00,,
2015-03-05 08:00:00,791.08221776,2015-03-05 10:00:00,757.98660854,2015-03-05 10:00:00,499.935286225,2015-03-05 10:00:00,,
2015-03-05 11:00:00,709.860049184,2015-03-05 13:00:00,680.492978154,2015-03-05 13:00:00,461.970266041,2015-03-05 13:00:00,,
2015-03-05 14:00:00,701.789671362,2015-03-05 16:00:00,672.625866309,2015-03-05 16:00:00,459.231507156,2015-03-05 16:00:00,,
2015-03-05 17:00:00,747.774178404,2015-03-05 19:00:00,716.872121619,2015-03-05 19:00:00,484.118135063,2015-03-05 19:00:00,,
2015-03-06 08:00:00,809.688911245,2015-03-06 10:00:00,775.940733289,2015-03-06 10:00:00,512.858363148,2015-03-06 10:00:00,,
2015-03-06 11:00:00,722.895596781,2015-03-06 13:00:00,692.857455846,2015-03-06 13:00:00,474.785557791,2015-03-06 13:00:00,,
2015-03-06 14:00:00,730.974826738,2015-03-06 16:00:00,702.222691706,2015-03-06 16:00:00,479.506797853,2015-03-06 16:00:00,,
2015-03-06 17:00:00,769.298926895,2015-03-06 19:00:00,737.742499441,2015-03-06 19:00:00,499.933154482,2015-03-06 19:00:00,,
2015-03-07 08:00:00,753.750748938,2015-03-07 10:00:00,722.928772636,2015-03-07 10:00:00,487.741838104,2015-03-07 10:00:00,,
2015-03-07 11:00:00,737.853118712,2015-03-07 13:00:00,707.45110664,2015-03-07 13:00:00,482.57877907,2015-03-07 13:00:00,,
2015-03-07 14:00:00,726.027632461,2015-03-07 16:00:00,697.156427454,2015-03-07 16:00:00,475.835263864,2015-03-07 16:00:00,,
2015-03-07 17:00:00,759.331790744,2015-03-07 19:00:00,729.00221328,2015-03-07 19:00:00,495.537044489,2015-03-07 19:00:00,,
2015-03-08 08:00:00,620.6,2015-03-08 10:00:00,595.449910595,2015-03-08 10:00:00,416.93409345,2015-03-08 10:00:00,,
2015-03-08 11:00:00,672.032573217,2015-03-08 13:00:00,644.381533646,2015-03-08 13:00:00,448.185599284,2015-03-08 13:00:00,,
2015-03-08 14:00:00,674.287013858,2015-03-08 16:00:00,647.245495193,2015-03-08 16:00:00,446.822137746,2015-03-08 16:00:00,,
2015-03-08 17:00:00,710.07929801,2015-03-08 19:00:00,681.907735301,2015-03-08 19:00:00,465.444700358,2015-03-08 19:00:00,,
2015-03-09 08:00:00,833.867739772,2015-03-09 10:00:00,792.041180416,2015-03-09 10:00:00,558.868768165,2015-03-09 10:00:00,,
2015-03-09 11:00:00,758.756427454,2015-03-09 13:00:00,720.588531187,2015-03-09 13:00:00,529.182942097,2015-03-09 13:00:00,,
2015-03-09 14:00:00,739.257701766,2015-03-09 16:00:00,702.71922647,2015-03-09 16:00:00,520.337178627,2015-03-09 16:00:00,,
2015-03-09 17:00:00,797.603085178,2015-03-09 19:00:00,758.820836128,2015-03-09 19:00:00,558.043035994,2015-03-09 19:00:00,,
2015-03-10 08:00:00,794.053263299,2015-03-10 10:00:00,754.930538788,2015-03-10 10:00:00,546.934205231,2015-03-10 10:00:00,,
2015-03-10 11:00:00,697.54576347,2015-03-10 13:00:00,663.733415288,2015-03-10 13:00:00,500.782763246,2015-03-10 13:00:00,,
2015-03-10 14:00:00,701.237111558,2015-03-10 16:00:00,667.094299128,2015-03-10 16:00:00,502.116543707,2015-03-10 16:00:00,,
2015-03-10 17:00:00,744.798077783,2015-03-10 19:00:00,708.528280796,2015-03-10 19:00:00,522.017098793,2015-03-10 19:00:00,,
2015-03-11 08:00:00,,,,,565.495194457,2015-03-11 10:00:00,614.878180192,2015-03-11 10:00:00
2015-03-11 11:00:00,,,,,530.376883523,2015-03-11 13:00:00,576.762150682,2015-03-11 13:00:00
2015-03-11 14:00:00,,,,,539.453811759,2015-03-11 16:00:00,589.02604516,2015-03-11 16:00:00
2015-03-11 17:00:00,,,,,563.337178627,2015-03-11 19:00:00,614.281310083,2015-03-11 19:00:00
2015-03-12 08:00:00,,,,,598.688265534,2015-03-12 10:00:00,653.795998211,2015-03-12 10:00:00
2015-03-12 11:00:00,,,,,555.788799463,2015-03-12 13:00:00,606.476972949,2015-03-12 13:00:00
2015-03-12 14:00:00,,,,,551.654884865,2015-03-12 16:00:00,602.377805096,2015-03-12 16:00:00
2015-03-12 17:00:00,,,,,563.042678292,2015-03-12 19:00:00,615.36351442,2015-03-12 19:00:00
2015-03-13 08:00:00,,,,,581.455488486,2015-03-13 10:00:00,634.886697966,2015-03-13 10:00:00
2015-03-13 11:00:00,,,,,532.521819808,2015-03-13 13:00:00,582.129660259,2015-03-13 13:00:00
2015-03-13 14:00:00,,,,,537.678095664,2015-03-13 16:00:00,588.806975184,2015-03-13 16:00:00
2015-03-13 17:00:00,,,,,556.492309412,2015-03-13 19:00:00,608.368768165,2015-03-13 19:00:00
2015-03-14 08:00:00,,,,,556.943930248,2015-03-14 10:00:00,611.017482674,2015-03-14 10:00:00
2015-03-14 11:00:00,,,,,539.585557791,2015-03-14 13:00:00,591.461345853,2015-03-14 13:00:00
2015-03-14 14:00:00,,,,,528.841037103,2015-03-14 16:00:00,580.239280125,2015-03-14 16:00:00
2015-03-14 17:00:00,,,,,548.498345629,2015-03-14 19:00:00,601.274966473,2015-03-14 19:00:00
2015-03-15 08:00:00,,,,,478.002347418,2015-03-15 10:00:00,526.862248547,2015-03-15 10:00:00
2015-03-15 11:00:00,,,,,508.554281243,2015-03-15 13:00:00,559.489023027,2015-03-15 13:00:00
2015-03-15 14:00:00,,,,,499.957724123,2015-03-15 16:00:00,550.978985021,2015-03-15 16:00:00
2015-03-15 17:00:00,,,,,528.886317907,2015-03-15 19:00:00,582.118913481,2015-03-15 19:00:00
2015-03-16 08:00:00,818.878537894,2015-03-16 10:00:00,,,,,,
2015-03-16 11:00:00,718.60780237,2015-03-16 13:00:00,,,,,,
2015-03-16 14:00:00,724.9848871,2015-03-16 16:00:00,,,,,,
2015-03-16 17:00:00,778.275117371,2015-03-16 19:00:00,,,,,,
2015-03-17 08:00:00,806.829369692,2015-03-17 10:00:00,,,,,,
2015-03-17 11:00:00,704.351374916,2015-03-17 13:00:00,,,,,,
2015-03-17 14:00:00,704.245204561,2015-03-17 16:00:00,,,,,,
2015-03-17 17:00:00,765.182185963,2015-03-17 19:00:00,,,,,,
2015-03-18 08:00:00,812.729695886,2015-03-18 10:00:00,,,,,628.960675162,2015-03-18 10:00:00
2015-03-18 11:00:00,705.323161189,2015-03-18 13:00:00,,,,,565.524256651,2015-03-18 13:00:00
2015-03-18 14:00:00,726.969432021,2015-03-18 16:00:00,,,,,581.265020116,2015-03-18 16:00:00
2015-03-18 17:00:00,776.214736136,2015-03-18 19:00:00,,,,,616.293091885,2015-03-18 19:00:00
2015-03-19 08:00:00,835.521668157,2015-03-19 10:00:00,,,,,647.157411133,2015-03-19 10:00:00
2015-03-19 11:00:00,726.040272809,2015-03-19 13:00:00,,,,,582.875408004,2015-03-19 13:00:00
2015-03-19 14:00:00,728.968253968,2015-03-19 16:00:00,,,,,584.866621954,2015-03-19 16:00:00
2015-03-19 17:00:00,768.273658318,2015-03-19 19:00:00,,,,,608.160988151,2015-03-19 19:00:00
2015-03-20 08:00:00,840.411091234,2015-03-20 10:00:00,,,,,655.613458529,2015-03-20 10:00:00
2015-03-20 11:00:00,738.021243292,2015-03-20 13:00:00,,,,,587.296133214,2015-03-20 13:00:00
2015-03-20 14:00:00,730.210149788,2015-03-20 16:00:00,,,,,585.843863179,2015-03-20 16:00:00
2015-03-20 17:00:00,783.637298748,2015-03-20 19:00:00,,,,,617.124636709,2015-03-20 19:00:00
2015-03-21 08:00:00,803.043572546,2015-03-21 10:00:00,,,,,641.619047619,2015-03-21 10:00:00
2015-03-21 11:00:00,760.024127907,2015-03-21 13:00:00,,,,,610.348066175,2015-03-21 13:00:00
2015-03-21 14:00:00,760.879830054,2015-03-21 16:00:00,,,,,608.678739101,2015-03-21 16:00:00
2015-03-21 17:00:00,776.820930233,2015-03-21 19:00:00,,,,,615.673915959,2015-03-21 19:00:00
2015-03-22 08:00:00,650.881712497,2015-03-22 10:00:00,,,,,540.793294591,2015-03-22 10:00:00
2015-03-22 11:00:00,684.741234347,2015-03-22 13:00:00,,,,,564.454012967,2015-03-22 13:00:00
2015-03-22 14:00:00,699.080769231,2015-03-22 16:00:00,,,,,576.240442656,2015-03-22 16:00:00
2015-03-22 17:00:00,716.36762799,2015-03-22 19:00:00,,,,,588.236776213,2015-03-22 19:00:00
2015-03-23 08:00:00,781.955577912,2015-03-23 10:00:00,,,,,,
2015-03-23 11:00:00,706.474513749,2015-03-23 13:00:00,,,,,,
2015-03-23 14:00:00,719.144176168,2015-03-23 16:00:00,,,,,,
2015-03-23 17:00:00,767.731522468,2015-03-23 19:00:00,,,,,,
2015-03-24 08:00:00,813.035971384,2015-03-24 10:00:00,,,,,,
2015-03-24 11:00:00,712.826514643,2015-03-24 13:00:00,,,,,,
2015-03-24 14:00:00,711.344076889,2015-03-24 16:00:00,,,,,,
2015-03-24 17:00:00,740.488665325,2015-03-24 19:00:00,,,,,,
2015-03-25 08:00:00,799.793069528,2015-03-25 10:00:00,,,,,631.380397854,2015-03-25 10:00:00
2015-03-25 11:00:00,724.491884641,2015-03-25 13:00:00,,,,,589.193740219,2015-03-25 13:00:00
2015-03-25 14:00:00,709.467583277,2015-03-25 16:00:00,,,,,579.557232283,2015-03-25 16:00:00
2015-03-25 17:00:00,751.8391907,2015-03-25 19:00:00,,,,,607.369461212,2015-03-25 19:00:00
2015-03-26 08:00:00,794.946389448,2015-03-26 10:00:00,,,,,629.196355913,2015-03-26 10:00:00
2015-03-26 11:00:00,711.245954403,2015-03-26 13:00:00,,,,,581.688419405,2015-03-26 13:00:00
2015-03-26 14:00:00,716.915984798,2015-03-26 16:00:00,,,,,585.345338699,2015-03-26 16:00:00
2015-03-26 17:00:00,760.852448021,2015-03-26 19:00:00,,,,,613.710954617,2015-03-26 19:00:00
2015-03-27 08:00:00,832.31701319,2015-03-27 10:00:00,,,,,661.17806841,2015-03-27 10:00:00
2015-03-27 11:00:00,745.373843058,2015-03-27 13:00:00,,,,,608.752235136,2015-03-27 13:00:00
2015-03-27 14:00:00,740.536507937,2015-03-27 16:00:00,,,,,602.459713839,2015-03-27 16:00:00
2015-03-27 17:00:00,782.817549743,2015-03-27 19:00:00,,,,,626.665861838,2015-03-27 19:00:00
2015-03-28 08:00:00,759.848669797,2015-03-28 10:00:00,,,,,609.501095217,2015-03-28 10:00:00
2015-03-28 11:00:00,752.897429019,2015-03-28 13:00:00,,,,,601.615694165,2015-03-28 13:00:00
2015-03-28 14:00:00,723.495685222,2015-03-28 16:00:00,,,,,585.634406439,2015-03-28 16:00:00
2015-03-28 17:00:00,756.432930919,2015-03-28 19:00:00,,,,,606.933065057,2015-03-28 19:00:00
2015-03-29 08:00:00,664.16615247,2015-03-29 10:00:00,,,,,558.043617259,2015-03-29 10:00:00
2015-03-29 11:00:00,689.13015873,2015-03-29 13:00:00,,,,,562.620545495,2015-03-29 13:00:00
2015-03-29 14:00:00,684.821122038,2015-03-29 16:00:00,,,,,561.850759946,2015-03-29 16:00:00
2015-03-29 17:00:00,707.283679857,2015-03-29 19:00:00,,,,,574.326514643,2015-03-29 19:00:00
